Substation Name,Nominal Voltage (kV),Primary Group,Grid Group,Firm Capacity (MVA),Maximum Load (MVA),Minimum Load (MVA),Generation Connected (MW),Generation Contracted (MW),33kV Overall Category,Overall Category,33kV Generation Capacity,33kV Wider Constraints,HV Reverse Power Flow,HV Generation Capacity,HV Fault Level,HV Wider Constraints,District,X,Y
BUTTINGTON CROSS,33/11,BUTTINGTON CROSS T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,7.5,4.52,1.13,0.0,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,Dee Valley & Mid Wales,323946.488,308486.082
CABLE STREET,33/11,CABLE ST T2 / CROWN COURTS T1 / GRADWELL ST T1,BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,20.0,9.54,2.39,0.0,0.0,AMBER,AMBER,Green,Amber,Amber,Amber,Amber,Amber,Merseyside,334524.596,390234.292
GRADWELL STREET,33/11,CABLE ST T2 / CROWN COURTS T1 / GRADWELL ST T1,BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,20.0,9.54,2.39,0.0,0.0,AMBER,AMBER,Green,Amber,Amber,Amber,Amber,Amber,Merseyside,334714.063,390023.467
LEVER GEORGIA AVENUE,33/11,CEREAL PARTNERS T1 / LEVER GEORGIA AVE T1 / POOL LA T1 / UML LEVER BROMBOROUGH T2,BROMBOROUGH GT3 / ROCK FERRY GT2,30.0,9.19,2.3,4.6,0.14,RED,RED,Green,Red,Red,Red,Red,Amber,Wirral,335246.1745,383405.2754
EAGLES MEADOW,33/11,CHESTER ST (WREXHAM) T1 / EAGLES MEADOW T1 / RHOSNESNI T1 / WHITEGATE T1,BRYMBO GT1 / LEGACY LOCAL GT1 / MARCHWIEL GT1 / MARCHWIEL GT2 / WREXHAM GT1,30.0,13.51,3.38,0.0,0.0,RED,RED,Red,Red,Amber,Green,Red,Amber,Dee Valley & Mid Wales,333843.0,350088.0
CHURCH LAWTON,33/11,CHURCH LAWTON T1,COPPENHALL GT1 / CREWE GT1 / CREWE GT2A / CREWE GT4A / RADWAY GREEN GT1 / RADWAY GREEN GT2 / WHITCHURCH GT2,7.5,3.69,0.92,0.0,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,Mid Cheshire,381705.9418,355650.5864
CHURCH ST WINSFORD,33/11,CHURCH ST WINSFORD T1 / OVER T1 / WHARTON PK T1 / WOODFORD PK T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,30.0,17.83,4.46,2.22,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Mid Cheshire,365375.504,366450.34
WHARTON PARK,33/11,CHURCH ST WINSFORD T1 / OVER T1 / WHARTON PK T1 / WOODFORD PK T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,30.0,17.83,4.46,2.22,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Mid Cheshire,365698.399,367185.536
HAWARDEN,33/11,CONNAHS QUAY LOCAL T1 / CONNAHS QUAY LOCAL T2 / HAWARDEN T1 / KING GEORGE ST T1,CASTLE CEMENT GT1 / HAWARDEN GT1 / SALTNEY GT1 / SALTNEY G2B,30.0,16.67,4.17,1.63,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Dee Valley & Mid Wales,329875.5515,365976.8499
CREWE GRID A,33/11,CREWE T1,COPPENHALL GT1 / CREWE GT1 / CREWE GT2A / CREWE GT4A / RADWAY GREEN GT1 / RADWAY GREEN GT2 / WHITCHURCH GT2,7.5,5.05,1.26,2.51,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,Mid Cheshire,367596.0,356395.0
CROSSFIELDS,33/11,CROSSFIELDS T1 / CROSSFIELDS T2 / LEVERS CROSSFIELDS T3 / GATEWARTH SEWAGE T1,SANKEY BRIDGES GT3 / WARRINGTON GT5,30.0,8.22,2.05,1.1,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Mid Cheshire,359892.976,388134.486
DARESBURY NPL,33/11,DARESBURY NPL T1 / DARESBURY NPL T2 / DARESBURY PK T1,DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,10.0,5.18,1.29,1.0,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,Wirral,357338.5826,383098.7029
DARESBURY PARK,33/11,DARESBURY NPL T1 / DARESBURY NPL T2 / DARESBURY PK T1,DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,10.0,5.18,1.29,1.0,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,Wirral,356777.5023,381646.9077
DEESIDE ALUMINIUM,33/11,DEESIDE ALUMINIUM T1 / DUNLOP PLASTICS T1 / FIRESTONE T1 / TETRAPAK T1,BRYMBO GT1 / LEGACY LOCAL GT1 / MARCHWIEL GT1 / MARCHWIEL GT2 / WREXHAM GT1,30.0,26.56,6.64,7.83,0.0,RED,RED,Red,Red,Red,Red,Red,Amber,Dee Valley & Mid Wales,337597.408,349245.568
FIRESTONE,33/11,DEESIDE ALUMINIUM T1 / DUNLOP PLASTICS T1 / FIRESTONE T1 / TETRAPAK T1,BRYMBO GT1 / LEGACY LOCAL GT1 / MARCHWIEL GT1 / MARCHWIEL GT2 / WREXHAM GT1,30.0,26.56,6.64,7.83,0.0,RED,RED,Red,Red,Red,Red,Red,Amber,Dee Valley & Mid Wales,338374.5,349176.966
GAVIN ROAD,33/11,DITTON T1 / GAVIN RD T1 / HOUGH GREEN T1 / RTZ T1,BOLD G2A / PRESCOT GT1B / WIDNES GT1 / WIDNES GT2,30.0,17.13,4.28,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,348637.728,385453.76
LIVERPOOL UNIVERSITY,33/11,EDGE HILL T1 / LIVERPOOL UNIVERSITY T1 / LIVERPOOL UNIVERSITY T2 / LIVERPOOL UNIVERSITY T3,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,30.0,15.99,4.0,3.6,0.0,AMBER,RED,Green,Amber,Red,Amber,Red,Amber,Merseyside,336117.76,390272.448
EDGE LN TAPLEY,33/11,EDGE LA (TAPLEY PLACE) T1 / LISTER DV B T3 / MILL LA (WAVERTREE) T1 / PLESSEY (EDGE LA) T1 / STONEYCROFT T1,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,37.5,20.63,5.16,0.0,0.0,AMBER,RED,Green,Amber,Amber,Green,Red,Amber,Merseyside,338922.176,390717.984
ROCK FERRY,33/11,EGERTON T1 / ROCK FERRY T1 / SHELL TRANMERE T1,PRENTON GRID GT1 / ROCK FERRY GT1,20.0,14.11,3.53,0.13,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Wirral,333237.4064,385751.9495
SHELL TRANMERE,33/11,EGERTON T1 / ROCK FERRY T1 / SHELL TRANMERE T1,PRENTON GRID GT1 / ROCK FERRY GT1,20.0,14.11,3.53,0.13,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Wirral,333181.6,387048.864
ENGINEER PARK,33/11,ENGINEER PK T1 / PILKINGTONS QUEENSFERRY T1 / QUEENSFERRY T1,CASTLE CEMENT GT1 / HAWARDEN GT1 / SALTNEY GT1 / SALTNEY G2B,20.0,14.07,3.52,5.2,0.0,RED,RED,Green,Red,Red,Red,Amber,Amber,Wirral,333618.368,367491.136
SPEKE HALL ROAD,33/11,ESTUARY COMMERCE PK T1 / LEEWARD DR T1 / LEEWARD DR T2 / SPEKE HALL RD T1 / SPEKE SKY PK T1,GARSTON GT2 / SPEKE GT3 / WAVERTREE GT1A,30.0,8.66,2.16,1.0,0.0,AMBER,RED,Green,Amber,Red,Amber,Red,Amber,Merseyside,342509.824,384700.384
JACOBS,33/11,FAZAKERLEY HOSPITAL T1 / JACOBS T1 / JACOBS T2 / SEEDS LA T1,AINTREE GT2 / FAZAKERLEY GT1 / GILLMOSS GT2,30.0,13.69,3.42,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,337031.84,396250.24
FISONS,33/11,FISONS T1,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,7.5,2.71,0.68,0.0,0.0,RED,AMBER,Green,Red,Green,Green,Green,Amber,Mid Cheshire,376720.008,366752.7
GADBROOK,33/11,GADBROOK T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,7.5,3.75,0.94,0.0,0.0,RED,AMBER,Green,Red,Green,Green,Green,Amber,Mid Cheshire,367940.194,372443.811
SAUGHALL MASSIE,33/11,GREASBY T1 / SAUGHALL MASSIE T1 / UPTON T1,HESWALL GT1 / HOYLAKE GT2 / PRENTON GRID GT3,20.0,12.51,3.13,0.17,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Wirral,325242.016,389214.784
GREENFIELD,33/11,GREENFIELD T1 / GREENFIELD T2,BRYMBO GT2 / HAWARDEN GT2 / HOLYWELL GT2,10.0,5.93,1.48,2.2,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,North Wales,319926.945,378000.813
GROSVENOR STREET,33/11,GROSVENOR ST T1 / LINENHALL ST T1 / NORTHGATE TERRACE T1 / STATION VIEW T1 / TOMULAR PLACE T1,CHESTER MAIN GT4 / CRANE BANK GT1 / GUILDEN SUTTON GT1 / SALTNEY G2A,30.0,21.42,5.36,0.04,0.07,RED,RED,Green,Red,Amber,Green,Red,Amber,Wirral,340508.48,366064.32
PRESCOT,33/11,HOLT LA (WARRINGTON RD) T1 / PRESCOT T1 / RAINHILL LOCAL T1 / WHISTON HOSP T1,BOLD G2A / PRESCOT GT1B / WIDNES GT1 / WIDNES GT2,30.0,19.43,4.86,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,346798.145,392064.5045
KENTON ROAD,33/11,HUNTS CROSS T1 / KENTON RD T1 / WOODEND AVE T1 / WOOLTON T1,HALEWOOD G1B / HALEWOOD G2B / HALEWOOD GT3 / SPEKE GT1A,30.0,16.65,4.16,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,344982.08,385240.64
ILFORDS,33/11,ILFORDS T1 / KNUTSFORD T1 / MOBBERLEY T1 / RADBROKE HALL T1,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,30.0,14.42,3.61,5.68,0.0,RED,RED,Amber,Red,Red,Red,Red,Amber,Mid Cheshire,378013.814,380207.877
IVY STREET,33/11,IVY ST T1 / LLYSFAEN RD T1 / OLD MILL T1,COLWYN BAY GT1 / COLWYN BAY GT2 / DOLGARROG GT2,20.0,11.84,2.96,0.0,0.0,RED,AMBER,Red,Red,Amber,Amber,Amber,Amber,North Wales,285024.992,378952.288
KELCO,33/11,KELCO T1 / NEWS INTERNATIONAL T1 / NEWS INTERNATIONAL T2 / PALCO T1 / SOUTHDENE T1,GILLMOSS GT1 / KIRKBY GT2 / SIMONSWOOD GT1,30.0,17.22,4.3,0.5,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,343066.688,396781.312
KINGSLAND 33,33/11,KINGSLAND 33 T1 / SAFEWAY T1 / WOOLSTON T1 / WOOLSTON T2,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,30.0,16.87,4.22,0.63,0.0,RED,RED,Green,Red,Red,Green,Red,Amber,Mid Cheshire,364475.37,390400.155
KIRKBY CENTRAL,33/11,KIRKBY CENTRAL T1 / NORTHWOOD T1 / TOWER HILL (BANK LA) T1 / WESTVALE T1,GILLMOSS GT1 / KIRKBY GT2 / SIMONSWOOD GT1,30.0,17.85,4.46,0.5,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,341252.768,398777.44
NORTHWOOD,33/11,KIRKBY CENTRAL T1 / NORTHWOOD T1 / TOWER HILL (BANK LA) T1 / WESTVALE T1,GILLMOSS GT1 / KIRKBY GT2 / SIMONSWOOD GT1,30.0,17.85,4.46,0.5,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,342034.432,398975.04
KNUTSFORD GRID T2,33/11,KNUTSFORD T2,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,7.5,5.45,1.36,0.0,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,Mid Cheshire,375234.2746,377923.9435
LEGACY LOCAL,33/11,LEGACY LOCAL T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,7.5,2.25,0.56,2.4,0.0,RED,AMBER,Green,Red,Green,Green,Green,Amber,Dee Valley & Mid Wales,329176.3635,347923.344
LLANBERIS,33/11,LLANBERIS T1,BANGOR GT2 / CAERNARFON GT2,5.0,3.47,0.87,0.7,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,North Wales,258627.057,359625.002
RUTHIN,33/11,LLANFWROG T1 / RUTHIN T1,HOLYWELL GT1 / RHYL GT1 / ST ASAPH GT2 / ST ASAPH GT4,15.0,9.02,2.26,3.55,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,North Wales,313084.536,359133.36
LLANGAFFO,33/11,LLANGAFFO T1,AMLWCH GT1 / CAERGEILIOG GT1,7.5,3.62,0.9,0.2,0.0,RED,AMBER,Red,Amber,Green,Green,Green,Amber,North Wales,244500.698,368125.525
LLANSANNAN,33/11,LLANSANNAN T1,HOLYWELL GT1 / RHYL GT1 / ST ASAPH GT2 / ST ASAPH GT4,7.5,2.7,0.67,0.0,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,North Wales,294147.857,365821.208
LOSTOCK GRID,33/11,LOSTOCK T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,7.5,4.26,1.07,0.0,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,Mid Cheshire,369204.271,374496.951
PILK SULLIVAN,33/11,LUGSDALE T1 / PILK SULLIVAN T1 / PILK SULLIVAN T2 / USAC T1,BOLD G2A / PRESCOT GT1B / WIDNES GT1 / WIDNES GT2,30.0,9.41,2.35,0.0,0.0,RED,RED,Green,Red,Amber,Amber,Red,Amber,Merseyside,352682.368,385202.944
MACHYNLLETH,33/11,MACHYNLLETH T1,ABERYSTWYTH GT2 / RHYDLYDAN GT1,4.0,2.54,0.63,0.16,0.0,RED,AMBER,Green,Red,Amber,Amber,Green,Amber,Dee Valley & Mid Wales,275966.344,300795.667
MACHYNLLETH,33/11,MACHYNLLETH T2,FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,4.0,1.59,0.4,0.03,0.0,AMBER,AMBER,Green,Amber,Amber,Amber,Green,Amber,Dee Valley & Mid Wales,275966.344,300795.667
MILFORD,33/11,MILFORD T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,7.5,4.47,1.12,0.0,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,Dee Valley & Mid Wales,309386.688,290491.872
MONA,33/11,MONA T1,AMLWCH GT1 / CAERGEILIOG GT1,7.5,1.73,0.43,2.0,0.0,RED,AMBER,Red,Amber,Green,Green,Green,Amber,North Wales,241847.925,375289.435
WALLASEY GRID,33/11,NEW BRIGHTON T1 / SEAVIEW RD T2 / WALLASEY T1 / WALLASEY VILLAGE T1,WALLASEY GT1 / WALLASEY GT2 / WOODSIDE GT2,30.0,14.26,3.57,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Wirral,329939.264,391212.64
ORB CLOSE,33/11,ORB CL T1 / STONEBRIDGE LA T1 / STONEBRIDGE LA T2,AINTREE GT2 / FAZAKERLEY GT1 / GILLMOSS GT2,20.0,9.0,2.25,1.5,0.0,RED,RED,Green,Red,Red,Amber,Amber,Amber,Merseyside,340433.088,395511.776
PADGATE,33/11,ORFORD T1 / PADGATE T1,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,10.0,8.77,2.19,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Green,Amber,Mid Cheshire,363082.464,389965.568
PEN-Y-GROES,33/11,PEN-Y-GROES T1,BANGOR GT2 / CAERNARFON GT2,5.2,2.83,0.71,0.1,0.0,RED,AMBER,Red,Red,Amber,Amber,Green,Amber,North Wales,245855.406,353545.836
PORTHMADOG,33/11,PORTHMADOG T1 / PORTHMADOG T2,FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,10.0,4.25,1.06,0.0,0.0,RED,AMBER,Red,Amber,Amber,Amber,Green,Amber,North Wales,256638.5,339531.063
RHM Foods,33/11,RHM FOODS LTD T1,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,7.5,1.24,0.31,0.0,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,Mid Cheshire,371935.972,364349.029
RHYDLYDAN,33/11,RHYDLYDAN T2,ABERYSTWYTH GT2 / RHYDLYDAN GT1,4.0,1.05,0.26,1.5,0.0,RED,AMBER,Red,Red,Amber,Amber,Green,Amber,Dee Valley & Mid Wales,272357.248,281081.248
WERVIN,33/11,WERVIN T1,CHESTER MAIN GT4 / CRANE BANK GT1 / GUILDEN SUTTON GT1 / SALTNEY G2A,7.5,3.15,0.79,0.1,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,Wirral,342236.777,370739.0878
PARC-Y-LLYN,33/11,ABERYSTWYTH T1 / NORTH RD T1 / PARC-Y-LLYN T1 / PARC-Y-LLYN T2 / U C WALES T1,ABERYSTWYTH GT2 / RHYDLYDAN GT1,37.5,18.55,4.64,0.02,0.0,RED,RED,Red,Red,Amber,Green,Red,Amber,Dee Valley & Mid Wales,259444.426,280847.664
AIGBURTH VALE,33/11,AIGBURTH VALE T1 / IVY AVE T1 / MATHER AVE T1 / MOSSLEY HILL T1 / WAVERTREE T1,GARSTON GT2 / SPEKE GT3 / WAVERTREE GT1A,37.5,18.97,4.74,0.0,0.0,AMBER,RED,Green,Amber,Amber,Green,Red,Amber,Merseyside,337919.936,386826.176
PINFOLD LANE,33/6.6,AINSDALE T1 / PINFOLD LA T1,FORMBY GT2B / SOUTHPORT GT1 / SOUTHPORT GT2,9.1,6.31,1.58,0.0,0.0,RED,RED,Green,Red,Amber,Amber,Red,Amber,Merseyside,331267.611,411127.372
ALDERWOOD AVE,33/11,AIRPORT T1 / ALDERWOOD AVE (CROYDE RD) T1 / HAREFIELD RD T1 / METAL BOX (SPEKE) T1,GARSTON GT2 / SPEKE GT3 / WAVERTREE GT1A,30.0,10.25,2.56,0.0,3.0,AMBER,RED,Green,Amber,Red,Red,Red,Amber,Merseyside,345265.024,383249.504
AMLWCH,33/11,AMLWCH T1 / AMLWCH T2,AMLWCH GT1 / CAERGEILIOG GT1,10.0,3.09,0.77,4.6,0.0,RED,RED,Red,Amber,Red,Red,Green,Amber,North Wales,244717.145,393003.495
CHAMPION PLUGS,33/11,ARROWE PK HOSP T1 / CHAMPION PLUGS T1 / CHAMPION PLUGS T2 / WOODCHURCH T1,HESWALL GT1 / HOYLAKE GT2 / PRENTON GRID GT3,30.0,9.25,2.31,2.3,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Wirral,326966.592,387201.088
ASTMOOR IND EST,33/11,ASTMOOR IND EST T1 / MACKAMAX T1 / MERSEY RD T1 / PICOW FARM RD T1,DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,30.0,11.08,2.77,7.74,0.0,RED,RED,Green,Red,Red,Red,Red,Amber,Wirral,352972.8,383176.512
RYLANDS ELDON ST,33/6.3,BATTERSBY LA T1 / RYLANDS ELDON ST T2,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,9.1,0.97,0.24,0.0,0.0,RED,RED,Green,Red,Amber,Red,Red,Amber,Mid Cheshire,361251.826,388463.367
MDHB BRUNSWICK DOCK,33/11,BEAUMONT ST T1 / DINGLE VALE T1 / LARK LA T1 / MDHB BRUNSWICK DOCK T1,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,30.0,20.86,5.21,1.6,0.0,AMBER,RED,Green,Amber,Red,Green,Red,Amber,Merseyside,334792.32,388613.248
BEDBURN DRIVE,33/11,BEDBURN DV T1 / BLUEBELL LA T1 / BROOKBRIDGE T1 / ECCLESTON T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,30.0,17.07,4.27,3.72,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Merseyside,342590.015,391199.355
LISTER DRIVE 6kV T2,33/6.3,BEECH ST T1 / LISTER DV A T2,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,8.7,4.07,1.02,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,338156.0,391821.0
IND COOPE,33/11,BERSHAM RD T1 / IND COOPE T1 / RHYD BROUGHTON LA T1 / TUTTLE ST T1,BRYMBO GT1 / LEGACY LOCAL GT1 / MARCHWIEL GT1 / MARCHWIEL GT2 / WREXHAM GT1,30.0,15.49,3.87,0.0,0.0,RED,RED,Red,Red,Amber,Green,Red,Amber,Dee Valley & Mid Wales,333038.2105,350467.4533
ROPEWALKS,33/11,BLUNDELL ST T1 / ROPEWALKS T1 / ST JAMES T1,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,18.53,9.32,2.33,0.0,0.0,AMBER,AMBER,Green,Amber,Amber,Amber,Amber,Amber,Merseyside,334872.792,389781.95
BLUNDELLSANDS SOUTH,33/11,BLUNDELLSANDS (NORTH) T1 / BLUNDELLSANDS (SOUTH) T1 / CROSBY T1 / KERSHAW AVE T1 / WATERLOO T2,AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1B,37.5,21.08,5.27,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,331013.463,399625.105
EAST PRESCOT ROAD,33/11,BROADGREEN T1 / CROXTETH T1 / EAST PRESCOT RD (FINCH LA) T1 / KNOTTY ASH T1 / LEYFIELD RD T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,37.5,24.89,6.22,3.5,0.0,RED,RED,Green,Red,Red,Green,Red,Amber,Merseyside,342142.656,391892.448
BROMFIELD,33/11,BROMFIELD T1 / BROMFIELD T2 / PONTERWYL T1 / RHYD-Y-GOLEU T1 / SYNTHITE T1,BRYMBO GT2 / HAWARDEN GT2 / HOLYWELL GT2,37.5,15.07,3.77,0.11,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Dee Valley & Mid Wales,324338.214,362806.464
PONTERWYL,33/11,BROMFIELD T1 / BROMFIELD T2 / PONTERWYL T1 / RHYD-Y-GOLEU T1 / SYNTHITE T1,BRYMBO GT2 / HAWARDEN GT2 / HOLYWELL GT2,37.5,15.07,3.77,0.11,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Dee Valley & Mid Wales,324099.877,364020.109
NEWTOWN CHESTER,33/11,BROOK LA T1 / MANNINGS LA T1 / NEWTOWN CHESTER T1 / UPTON HEATH T1,CHESTER MAIN GT4 / CRANE BANK GT1 / GUILDEN SUTTON GT1 / SALTNEY G2A,30.0,17.51,4.38,2.0,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Wirral,340585.0,367009.0
NWWA SANDON DOCK,33/11,BROOK ST T1 / KINGSWAY TUNNEL T1 / NWWA SANDON DOCK T1 / NWWA SANDON DOCK T2,BOOTLE GT2A / BURLINGTON ST GT1 / LISTER DV A GT2,30.0,12.62,3.16,1.4,0.0,AMBER,RED,Green,Amber,Red,Amber,Red,Amber,Merseyside,333746.3211,392835.8599
BUCKLEY CROSS,33/11,BUCKLEY T1 / BUCKLEY T2 / BUCKLEY CROSS T1,CASTLE CEMENT GT1 / HAWARDEN GT1 / SALTNEY GT1 / SALTNEY G2B,20.0,11.3,2.83,2.13,0.0,RED,RED,Green,Red,Red,Amber,Amber,Amber,Dee Valley & Mid Wales,327748.866,364089.797
RAINFORD,33/11,CARBORUNDUM T1 / HOUGHTONS LA T1 / RAINFORD T1 / WINDLEHURST T2,RAVENHEAD G1A1 / ST HELENS GT2B / WINDLE GT1,30.0,16.81,4.2,4.0,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Merseyside,347948.225,400530.667
HARTFORD T2,33/11,CASTLE BEESTON ST T1 / HARTFORD T2 / LEICESTER ST T1 / NORTHWICH TOWN T1 / WINNINGTON T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,37.5,20.13,5.03,0.02,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Mid Cheshire,363358.151,371369.487
WINNINGTON,33/11,CASTLE BEESTON ST T1 / HARTFORD T2 / LEICESTER ST T1 / NORTHWICH TOWN T1 / WINNINGTON T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,37.5,20.13,5.03,0.02,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Mid Cheshire,363986.1282,374171.2935
CHALON WAY,33/6.6,CHALON WAY T1 / TECHNOLOGY CAMPUS T1 / WOODVILLE ST T1,RAVENHEAD G1A1 / ST HELENS GT2B / WINDLE GT1,9.1,7.36,1.84,0.0,0.0,RED,RED,Green,Red,Amber,Amber,Red,Amber,Merseyside,351415.744,395151.328
WOODVILLE STREET,33/6.6,CHALON WAY T1 / TECHNOLOGY CAMPUS T1 / WOODVILLE ST T1,RAVENHEAD G1A1 / ST HELENS GT2B / WINDLE GT1,9.1,7.36,1.84,0.0,0.0,RED,RED,Green,Red,Amber,Amber,Red,Amber,Merseyside,351652.799,395779.573
CHILDWALL,33/11,CHILDWALL T1 / CHILDWALL FIVEWAYS T1 / LYNDENE RD T1 / MIDDLEMASS HEY T1 / NAYLORS RD T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,37.5,23.53,5.88,1.01,0.0,RED,RED,Green,Red,Red,Green,Red,Amber,Merseyside,341355.136,388234.048
NAYLORS ROAD,33/11,CHILDWALL T1 / CHILDWALL FIVEWAYS T1 / LYNDENE RD T1 / MIDDLEMASS HEY T1 / NAYLORS RD T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,37.5,23.53,5.88,1.01,0.0,RED,RED,Green,Red,Red,Green,Red,Amber,Merseyside,343634.176,388529.408
DUNLOPS WALTON,33/6.3,CLUBMOOR T1 / DUNLOPS WALTON T1 / WALTON T2,BOOTLE GT2A / BURLINGTON ST GT1 / LISTER DV A GT2,17.5,7.2,1.8,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,336167.968,395519.776
CONEY GREEN,33/11,CONEY GREEN T1 / OSWESTRY T2 / OSWESTRY T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,20.0,11.41,2.85,1.9,1.0,RED,RED,Red,Red,Red,Red,Amber,Amber,Dee Valley & Mid Wales,329224.1694,329602.1044
KING GEORGE STREET,33/11,CONNAHS QUAY LOCAL T1 / CONNAHS QUAY LOCAL T2 / HAWARDEN T1 / KING GEORGE ST T1,CASTLE CEMENT GT1 / HAWARDEN GT1 / SALTNEY GT1 / SALTNEY G2B,30.0,16.67,4.17,1.63,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Dee Valley & Mid Wales,330320.64,368439.904
CRIGGION RADIO STATION,33/11,CRIGGION RADIO STATION T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,4.0,1.77,0.44,0.0,0.0,RED,AMBER,Red,Red,Amber,Amber,Green,Amber,Dee Valley & Mid Wales,327972.4316,314646.2022
